#CHROM	BEGIN	END	MARKER_ID	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	13558	0.0013276	11	7	3	0.69147	-1.2284	3.0952	-0.39688	Neonatal_Diabetes	hdl_mgdl	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl_adj	40	control_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	9858	0.0017245	29	9	7	7.61E-09	-54.145	9.3645	-5.7819	Low_LDL	ldl_mgdl_adj	40	control_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	7610	0.0055191	55	20	12	0.0087176	17.443	6.6485	2.6236	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11233	0.0014244	27	14	13	0.20199	-0.1713	0.13425	-1.276	MonogenicDM_all	tg_mgdl_adj_ln	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	21837	9.16E-05	2	1	0	0.32799	-0.36095	0.369	-0.9782	Lipodystrophy	tg_mgdl_adj_ln	40	All	"covart2d,covarlipidmeds"	all_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	10604	0.19181	5	5	1	2.18E-09	-0.067003	0.011188	-5.989	High_triglycerides	tg_mgdl_adj_ln	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	7610	0.0014455	27	11	11	0.77097	3.0795	10.578	0.29111	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	3074	0.0013012	17	4	4	0.1686	-0.36447	0.26468	-1.377	MODY	tg_mgdl_adj_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	14418	0.0018727	18	10	5	0.60779	0.052549	0.10239	0.51324	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	14118	0.0011333	17	14	13	0.032218	-0.2877	0.13432	-2.1419	MODY	tg_mgdl_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	11233	0.0012463	19	12	11	0.019053	-0.33638	0.14346	-2.3448	MODY_Extended	tg_mgdl_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	11233	0.00089023	13	7	6	0.00016857	0.6379	0.16951	3.7633	High_triglycerides	tg_mgdl_adj_ln	40	case_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7610	0.00013141	8	1	1	0.79589	-9.0544	35.002	-0.25868	Lipodystrophy	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7292	0.00027427	8	2	2	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	14551	0.00082469	9	5	4	0.90966	1.1766	10.369	0.11347	Low_LDL	ldl_mgdl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	10604	0.00056582	7	2	1	0.26767	-0.22438	0.20241	-1.1085	Lipodystrophy	tg_mgdl_adj_ln	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11233	0.00017805	3	2	2	0.45196	-0.2853	0.3793	-0.75217	Neonatal_Diabetes	tg_mgdl_ln	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	21838	0.00018317	8	4	4	0.014122	2.4299	1.1541	6.0228	Lipodystrophy	high_tg_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	NA	NA	27	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7292	0.00027427	8	2	2	0.15061	0.51645	0.35926	1.4375	Lipodystrophy	tg_mgdl_ln	40	EUR_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00032942	7	2	1	0.080255	-0.52905	0.30242	-1.7494	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	6941	0.00072036	9	3	2	0.59232	9.4735	17.691	0.5355	Low_LDL	ldl_mgdl_adj	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11233	0.0015134	11	6	2	0.10736	0.20973	0.13024	1.6103	Neonatal_Diabetes	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	3185	0.0015699	18	2	0	0.87008	0.035703	0.21828	0.16357	Neonatal_Diabetes	tg_mgdl_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	11075	0.0054176	52	27	13	0.040665	3.528	1.7233	2.0472	MODY	hdl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	3074	0.0013012	17	4	4	0.1686	-0.36447	0.26468	-1.377	MODY	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	14118	0.00077915	13	7	6	0.00013379	0.62668	0.16403	3.8204	High_triglycerides	tg_mgdl_adj_ln	40	case_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7292	0.00041141	7	2	1	0.15456	-0.41979	0.29485	-1.4238	Lipodystrophy	tg_mgdl_ln	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	14263	0.00014022	3	2	2	0.3101	9.6431	9.5001	1.0151	Neonatal_Diabetes	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00021249	2	2	1	NA	NA	NA	NA	Lipodystrophy	high_tg	40	case_only	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	7610	0.0014455	27	11	11	0.84558	2.5276	12.978	0.19477	MonogenicDM_all	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	17339	0.00017302	2	2	1	0.46482	5.5807	7.6349	0.73095	Lipodystrophy	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
16	56996009	57016150	16:56996009-57016150_High_HDL	15424	0.00025934	4	3	2	NA	NA	NA	NA	High_HDL	high_hdl	40	control_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2858	0.0003499	3	1	1	0.20385	44.41	34.943	1.2709	Neonatal_Diabetes	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	9320	0.00021459	3	2	2	0.111	49.544	31.085	1.5938	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	14118	0.0102	73	45	26	0.63175	0.021916	0.045727	0.47928	MODY_Extended	tg_mgdl_adj_ln	40	case_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	4288	0.001166	19	5	5	0.17275	-0.31706	0.23251	-1.3637	MODY_Extended	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	3757	0.0042587	52	11	8	0.75787	0.041994	0.13621	0.3083	MODY	tg_mgdl_adj_ln	40	EUR_only	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	7610	0.0030223	53	8	2	2.60E-06	39.708	8.4411	4.7041	High_LDL	ldl_mgdl_adj	40	case_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	18015	0.00099917	19	16	15	0.049844	-0.25135	0.12815	-1.9614	MODY_Extended	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	9320	0.001824	27	17	17	0.58188	-4.8035	8.7232	-0.55065	MonogenicDM_all	ldl_mgdl	40	All	t2d_caseonly	pathogenic
8	19797040	19819724	8:19797040-19819724_High_triglycerides	14118	0.17255	5	4	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	case_only	covart2d	non_pathogenic
18	58038687	58039422	18:58038687-58039422_Obesity	36168	0.0063869	5	5	2	0.027699	0.025212	0.011452	2.2016	Obesity	bmi_ln	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14418	0.00013872	2	1	0	0.38772	-0.32449	0.37567	-0.86379	Lipodystrophy	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	13558	0.0011801	17	14	13	0.096829	5.448	3.2809	1.6605	MODY	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	3897	0.007185	52	13	6	0.050488	-0.18375	0.09392	-1.9564	MODY	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00017805	2	1	0	0.31269	-0.38285	0.37919	-1.0096	Lipodystrophy	tg_mgdl_ln	40	case_only	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	4997	0.0010006	17	5	5	0.34956	-0.22107	0.2363	-0.93553	MODY	tg_mgdl_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
8	19797040	19819724	8:19797040-19819724_High_triglycerides	21837	0.18853	5	5	1	2.68E-24	-0.084686	0.0083165	-10.183	High_triglycerides	tg_mgdl_adj_ln	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
16	56996010	57015557	16:56996010-57015557_High_HDL	NA	NA	15	0	0	NA	NA	NA	NA	High_HDL	hdl_mgdl	40	EUR_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	9320	0.0097639	65	28	15	0.26634	5.1691	4.6501	1.1116	MODY	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	18	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6592	0.0087985	46	14	8	0.094183	9.1029	5.4379	1.674	High_LDL	ldl_mgdl_adj	40	EUR_only	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	7610	0.00091984	9	3	2	0.95455	0.76284	13.384	0.056996	Low_LDL	ldl_mgdl	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7292	0.00041141	7	2	1	NA	NA	NA	NA	Lipodystrophy	high_tg	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.0094477	46	15	9	0.15674	7.5874	5.3573	1.4163	High_LDL	ldl_mgdl_adj	40	EUR_only	covart2d	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	19178	0.0017729	29	14	9	4.91E-08	3.2276	0.46814	29.75	Low_LDL	low_ldl_adj	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6941	0.0077799	46	19	8	4.76E-05	21.622	5.3127	4.0698	High_LDL	ldl_mgdl_adj	40	control_only	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	2599	0.0076953	52	10	7	0.644	4.3579	9.4294	0.46216	MODY	ldl_mgdl_adj	40	control_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	10605	0.00018859	8	2	2	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	control_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	NA	NA	27	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
18	58038687	58039422	18:58038687-58039422_Obesity	11188	0.0031284	5	4	2	0.72053	-0.010915	0.03051	-0.35775	Obesity	bmi_ln	40	EUR_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7610	0.00026281	7	2	2	0.81768	5.7092	24.765	0.23054	Lipodystrophy	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	11233	0.0056085	55	28	13	0.77048	0.019782	0.067803	0.29176	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	19860	0.010876	80	41	20	0.11233	0.2843	0.17639	2.5211	MonogenicDM_all	t2d_with_pre	40	control_only		non_pathogenic
8	19797040	19819724	8:19797040-19819724_High_triglycerides	10605	0.1918	5	5	1	NA	NA	NA	NA	High_triglycerides	high_tg	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	3074	0.00032531	7	1	1	0.46265	-0.3886	0.529	-0.73459	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2858	0.0017495	19	5	5	0.43622	12.2	15.668	0.7787	MODY_Extended	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	9320	0.001824	29	8	4	5.28E-07	-43.8	8.7263	-5.0193	Low_LDL	ldl_mgdl	40	case_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	11233	0.0098816	73	36	18	0.71258	-0.018915	0.051342	-0.3684	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00028333	8	4	4	NA	NA	NA	NA	Lipodystrophy	high_tg	40	case_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	14418	0.00097101	19	12	11	0.031397	-0.30585	0.14211	-2.1522	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	14263	0.005679	52	29	13	0.042159	3.0437	1.4978	2.0321	MODY	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11233	0.0057865	57	29	13	0.91278	0.0073127	0.066763	0.10953	MonogenicDM_all	tg_mgdl_ln	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00010981	2	1	1	0.23637	-0.61321	0.51783	-1.1842	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	4888	0.011252	80	16	10	0.2063	2.5211	1.9946	1.264	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	7610	0.0010512	17	8	8	0.91898	-1.2606	12.393	-0.10172	MODY	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	7610	0.0053876	52	19	11	0.0028521	20.079	6.7285	2.9842	MODY	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	5961	0.00033551	8	2	2	0.021464	-0.26864	0.11678	-2.3003	Lipodystrophy	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00021249	2	2	1	0.67904	-0.12824	0.30992	-0.41379	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	19178	0.0028157	53	24	15	4.39E-24	55.93	5.5178	10.136	High_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY	38595	0.0096645	65	61	28	0.42878	0.083292	0.10548	0.62612	MODY	t2d	40	All		non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	9320	0.00085837	9	4	3	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	case_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00042499	7	5	4	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	case_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	7610	0.11551	63	37	14	NA	NA	NA	NA	High_LDL	high_ldl	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7610	0.00013141	2	1	1	0.36424	-31.767	35.01	-0.90737	Lipodystrophy	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11266	0.00861	80	25	13	NA	NA	NA	NA	MonogenicDM_all	t2d_with_pre	40	EUR_only		non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	14118	0.001275	19	16	15	0.023161	-0.29151	0.12836	-2.271	MODY_Extended	tg_mgdl_adj_ln	40	case_only	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	7610	0.0053876	52	19	11	0.008655	14.405	5.4853	2.6261	MODY	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	7610	0.0014455	27	11	11	0.84558	2.5276	12.978	0.19477	MonogenicDM_all	ldl_mgdl_adj	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7292	0.00041141	7	2	1	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
18	58038687	58039422	18:58038687-58039422_Obesity	11188	0.0031284	5	4	2	NA	NA	NA	NA	Obesity	Obese	40	EUR_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	11233	0.0010683	17	10	9	0.026144	-0.34454	0.15489	-2.2244	MODY	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	14263	0.009465	65	35	17	0.044124	2.348	1.1664	2.0131	MODY	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	9320	0.0030043	53	11	5	2.81E-08	35.885	6.4567	5.5578	High_LDL	ldl_mgdl	40	case_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MODY	14118	0.0060207	52	35	20	0.1701	0.080214	0.058467	1.372	MODY	tg_mgdl_ln	40	case_only	t2d_caseonly	all_vus
8	19811679	19811733	8:19811679-19811733_High_triglycerides	29641	0.00047232	2	2	0	0.11211	0.2221	0.13979	1.5888	High_triglycerides	tg_mgdl_ln	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11233	0.0019585	18	10	5	0.51331	0.074847	0.11449	0.65372	Neonatal_Diabetes	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
18	58038687	58039422	18:58038687-58039422_Obesity	17633	0.0083366	5	3	0	0.053809	0.027052	0.014028	1.9285	Obesity	bmi_ln	40	case_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	6880	0.00014535	9	1	1	NA	NA	NA	NA	Low_LDL	low_ldl	40	EUR_only	covart2d	non_pathogenic
8	19811679	19811733	8:19811679-19811733_High_triglycerides	10604	0.00056582	2	2	0	0.088978	0.3443	0.20241	1.701	High_triglycerides	tg_mgdl_adj_ln	40	control_only	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11233	0.0057865	57	29	13	0.91278	0.0073127	0.066763	0.10953	MonogenicDM_all	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	4288	0.0013993	27	6	6	0.37354	-0.18906	0.21243	-0.88996	MonogenicDM_all	tg_mgdl_adj_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	4696	0.00021295	18	1	1	0.55894	0.094204	0.16118	0.58446	Neonatal_Diabetes	bmi_ln	40	EUR_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	38595	0.0071512	55	52	23	0.91178	-0.013404	0.12124	0.012276	MODY_Extended	t2d	40	All		all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	3757	0.011179	80	14	9	0.90029	0.010449	0.083395	0.1253	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	14118	0.001275	11	7	3	0.027627	0.27913	0.12672	2.2028	Neonatal_Diabetes	tg_mgdl_ln	40	case_only	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	13558	0.010621	80	50	30	0.23564	1.3071	1.1021	1.186	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic
8	19797040	19819724	8:19797040-19819724_High_triglycerides	7292	0.21613	5	3	0	0.00022705	-0.048277	0.013088	-3.6887	High_triglycerides	tg_mgdl_adj_ln	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic
18	58038687	58039422	18:58038687-58039422_Obesity	18535	0.004532	5	5	2	0.16812	0.024326	0.017649	1.3783	Obesity	bmi_ln	40	control_only	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	9320	0.0030043	53	11	5	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	case_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2858	0.012946	73	10	5	0.61323	2.9466	5.8289	0.50552	MODY_Extended	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	6592	0.0001517	9	1	1	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	11233	0.00089023	13	7	6	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	case_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2969	0.0047154	57	9	6	0.079435	6.674	3.8038	1.7546	MonogenicDM_all	hdl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	NA	NA	17	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	38595	0.00062184	19	19	16	2.15E-05	2.1155	0.61747	18.054	MODY_Extended	t2d	40	All		pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	4154	0.00048146	8	2	2	0.80999	-6.2824	26.127	-0.24046	Lipodystrophy	ldl_mgdl	40	EUR_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11233	0.00017805	3	2	2	0.45196	-0.2853	0.3793	-0.75217	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	3897	0.011034	80	18	9	0.22505	-0.092407	0.076155	-1.2134	MonogenicDM_all	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	4099	0.012442	80	18	9	0.93973	-0.001691	0.022365	-0.075612	MonogenicDM_all	bmi_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	7610	0.0022339	18	9	7	0.9696	-0.32414	8.5064	-0.038106	Neonatal_Diabetes	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	19178	0.010272	46	35	13	2.50E-09	17.834	2.9899	5.9646	High_LDL	ldl_mgdl_adj	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	13558	0.00029503	8	4	4	0.23283	-7.8287	6.5614	-1.1931	Lipodystrophy	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11233	0.0015134	11	6	2	0.10736	0.20973	0.13024	1.6103	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
8	19811679	19811733	8:19811679-19811733_High_triglycerides	10605	0.00056577	2	2	0	0.079983	1.6279	0.95987	3.0652	High_triglycerides	high_tg	40	control_only	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	7610	0.11551	63	37	14	0.81517	-0.3427	1.466	-0.23377	High_LDL	ldl_mgdl_adj	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	19178	0.010272	46	35	13	0.0010453	0.68285	0.19543	10.746	High_LDL	high_ldl_adj	40	All	covart2d	all_vus
