#CHROM	BEGIN	END	MARKER_ID	MARKER	Gene	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	18415	0.00048873	7	6	4	0.069019	-0.10248	0.056356	-1.8184	MODY	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	MODY	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	18415	5.43E-05	1	1	1	0.63616	-0.079968	0.16903	-0.47309	MODY	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	18415	0.00010861	2	2	2	0.56128	-0.069451	0.11955	-0.58096	MODY	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	13558	7.38E-05	2	1	1	0.65703	-5.8238	13.116	-0.44403	MODY_Extended	hdl_mgdl	40	case_only	t2d_caseonly	all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	13558	0.00022127	1	1	0	0.062395	-14.105	7.5688	-1.8636	MODY_Extended	hdl_mgdl	40	case_only	t2d_caseonly	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	13558	0.0011064	14	9	5	0.28155	3.6484	3.3879	1.0769	MODY_Extended	hdl_mgdl	40	case_only	t2d_caseonly	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	13558	0.0019914	23	15	11	0.44276	1.9399	2.5274	0.76756	MODY_Extended	hdl_mgdl	40	case_only	t2d_caseonly	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	13558	0.0012539	9	6	2	0.76373	-0.95749	3.1853	-0.3006	MODY_Extended	hdl_mgdl	40	case_only	t2d_caseonly	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	13558	0.00044254	4	3	2	0.91424	0.5769	5.3572	0.10769	MODY_Extended	hdl_mgdl	40	case_only	t2d_caseonly	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	13558	0.0013276	2	2	0	0.81743	0.7167	3.1046	0.23085	MODY_Extended	hdl_mgdl	40	case_only	t2d_caseonly	all_vus
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	9320	0.0011803	16	8	5	0.60065	5.6679	10.827	0.52349	MODY	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	9320	0.0011803	28	8	5	0.27163	11.905	10.829	1.0994	MODY	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	9320	0.0016094	11	7	5	0.38117	-8.1308	9.2839	-0.87579	MODY	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	9320	0.00042918	5	1	0	0.027051	39.696	17.953	2.2111	MODY	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	9320	0.0053648	5	4	0	0.79043	1.3621	5.1251	0.26576	MODY	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	2161	0.001851	9	2	1	0.022636	41.802	18.324	2.2812	Neonatal_Diabetes	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	7610	0.00013141	1	1	1	0.2145	43.457	35.007	1.2414	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
7	44187429	44192980	7:44187429-44192980_GCK	7:44187429-44192980	GCK	7610	0.00026281	6	2	2	0.19548	-32.046	24.753	-1.2947	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	7610	0.00039422	7	3	3	0.95421	1.1615	20.228	0.057419	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	7610	0.00013141	1	1	1	0.71275	-12.889	35.007	-0.36817	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	7610	0.00013141	1	1	1	0.7883	9.408	35.036	0.26853	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
1	156105812	156106776	1:156105812-156106776_LMNA	1:156105812-156106776	LMNA	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	7610	0.00026281	2	2	2	0.19999	31.729	24.755	1.2817	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
3	12421431	12475610	3:12421431-12475610_PPARG	3:12421431-12475610	PPARG	7610	0.00013141	6	1	1	0.79589	-9.0544	35.002	-0.25868	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
1	156105812	156106776	1:156105812-156106776_LMNA	1:156105812-156106776	LMNA	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	case_only	t2d_caseonly	pathogenic
3	12421431	12475610	3:12421431-12475610_PPARG	3:12421431-12475610	PPARG	14118	0.00028333	6	4	4	0.026486	0.5961	0.26861	2.2192	Lipodystrophy	tg_mgdl_ln	40	case_only	t2d_caseonly	pathogenic
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	11233	8.90E-05	1	1	1	0.47814	-0.38032	0.53618	-0.70931	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
7	44187429	44192980	7:44187429-44192980_GCK	7:44187429-44192980	GCK	11233	0.00026707	6	3	3	0.151	-0.44452	0.30953	-1.4361	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	11233	0.00053414	7	4	3	0.040836	-0.44798	0.21902	-2.0454	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	11233	8.90E-05	1	1	1	0.74817	0.17214	0.53615	0.32106	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	11233	8.90E-05	1	1	1	0.72319	-0.19008	0.53661	-0.35421	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	11233	0.00017805	2	2	2	0.71057	-0.14072	0.37919	-0.37111	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
2	21228457	21258581	2:21228457-21258581_APOB	2:21228457-21258581	APOB	14551	0.00041234	20	6	6	3.04E-06	4.9548	0.99007	21.791	Low_LDL	low_ldl_adj	40	All	"covart2d,covarlipidmeds"	pathogenic
1	55505582	55525196	1:55505582-55525196_PCSK9	1:55505582-55525196	PCSK9	14551	0.0015806	9	5	0	0.0056193	2.1574	0.65206	7.6685	Low_LDL	low_ldl_adj	40	All	"covart2d,covarlipidmeds"	pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	4154	0.0007222	16	3	3	0.53694	-15.805	25.594	-0.6175	MODY	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	4154	0.0012037	28	4	3	0.85521	3.6181	19.827	0.18249	MODY	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	NA	NA	11	0	0	NA	NA	NA	NA	MODY	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	4154	0.00096293	5	1	0	0.008739	58.108	22.15	2.6233	MODY	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	4154	0.0091478	5	4	0	0.6073	-3.7431	7.2827	-0.51397	MODY	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	10604	0.00056582	6	2	1	0.26767	-0.22438	0.20241	-1.1085	Lipodystrophy	tg_mgdl_ln	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic
7	44187429	44192980	7:44187429-44192980_GCK	7:44187429-44192980	GCK	7610	0.00026281	6	2	2	0.19548	-32.046	24.753	-1.2947	MODY	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	7610	0.00039422	7	3	3	0.95421	1.1615	20.228	0.057419	MODY	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	7610	0.00013141	1	1	1	0.71275	-12.889	35.007	-0.36817	MODY	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	7610	0.00026281	2	2	2	0.19999	31.729	24.755	1.2817	MODY	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	3	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	4888	0.00061375	16	3	3	0.012378	21.064	8.4184	2.5021	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	4888	0.0014321	28	6	5	0.60436	2.8576	5.5148	0.51817	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	NA	NA	11	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	4888	0.0010229	5	2	1	0.95809	0.34283	6.5242	0.052548	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	NA	NA	4	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	4888	0.00020458	6	1	1	0.79905	-3.7126	14.583	-0.25459	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	4888	0.0079787	5	4	0	0.5508	1.4118	2.3663	0.5966	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
8	19797040	19819724	8:19797040-19819724_LPL	8:19797040-19819724	LPL	7292	0.21613	5	3	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	4099	0.0021957	11	4	1	0.11585	0.082963	0.05275	1.5728	Neonatal_Diabetes	bmi_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	4099	0.00024396	4	1	1	0.13762	-0.23486	0.15816	-1.485	Neonatal_Diabetes	bmi_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
2	21229160	21229161	2:21229160-21229161_APOB	2:21229160-21229161	APOB	6941	0.00043221	2	2	1	0.13002	33.888	22.38	1.5142	High_LDL	ldl_mgdl_adj	40	control_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
19	11200236	11240274	19:11200236-11240274_LDLR	19:11200236-11240274	LDLR	6941	0.0021611	51	12	9	1.80E-08	56.406	10.007	5.6367	High_LDL	ldl_mgdl_adj	40	control_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
8	19811679	19811733	8:19811679-19811733_LPL	8:19811679-19811733	LPL	29641	0.00047232	2	2	0	0.11211	0.2221	0.13979	1.5888	High_triglycerides	tg_mgdl_ln	40	All	covart2d	all_vus
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	18415	5.43E-05	1	1	1	0.024508	-0.38017	0.16902	-2.2493	Neonatal_Diabetes	bmi_ln	40	All	t2d_caseonly	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	All	t2d_caseonly	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	18415	5.43E-05	1	1	1	0.16768	-0.23327	0.16907	-1.3797	Neonatal_Diabetes	bmi_ln	40	All	t2d_caseonly	pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	3	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	2161	0.00046275	16	1	1	0.018275	-97.39	41.235	-2.3618	MODY_Extended	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	2161	0.001851	28	4	4	0.23817	-24.413	20.691	-1.1799	MODY_Extended	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	2161	0.001851	11	2	1	0.043803	41.649	20.647	2.0172	MODY_Extended	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	NA	NA	5	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	NA	NA	4	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	2161	0.0060157	5	3	1	0.45221	8.8477	11.768	0.75187	MODY_Extended	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
1	156105812	156106776	1:156105812-156106776_LMNA	1:156105812-156106776	LMNA	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
3	12421431	12475610	3:12421431-12475610_PPARG	3:12421431-12475610	PPARG	18415	0.00021721	6	4	4	0.0014621	-0.269	0.084522	-3.1826	Lipodystrophy	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
2	21230565	21230565	2:21230565-21230565_APOB	2:21230565-21230565	APOB	NA	NA	1	0	0	NA	NA	NA	NA	High_LDL	high_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
19	11210913	11240278	19:11210913-11240278_LDLR	19:11210913-11240278	LDLR	14551	0.0057041	39	26	11	0.024047	0.90021	0.36199	5.0912	High_LDL	high_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
1	55505604	55524222	1:55505604-55524222_PCSK9	1:55505604-55524222	PCSK9	14551	0.0030926	6	4	1	0.74878	0.168	0.51887	0.10256	High_LDL	high_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
2	21224973	21225765	2:21224973-21225765_APOB	2:21224973-21225765	APOB	6880	0.00014535	4	1	1	NA	NA	NA	NA	Low_LDL	low_ldl	40	EUR_only	covart2d	non_pathogenic
1	55512320	55527230	1:55512320-55527230_PCSK9	1:55512320-55527230	PCSK9	NA	NA	5	0	0	NA	NA	NA	NA	Low_LDL	low_ldl	40	EUR_only	covart2d	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	7610	0.00013141	2	1	1	0.036268	-89.938	42.945	-2.0943	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	7610	0.0010512	14	6	4	0.51427	9.9099	15.194	0.65224	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	7610	0.00091984	23	6	5	0.14083	23.927	16.245	1.4729	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	7610	0.0015769	9	4	2	0.60566	6.4149	12.425	0.51629	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	7610	0.00052562	4	1	0	0.0066981	58.256	21.479	2.7122	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	7610	0.0013141	2	2	0	0.053264	26.353	13.632	1.9331	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
2	21229160	21229161	2:21229160-21229161_APOB	2:21229160-21229161	APOB	14551	0.00082469	2	2	0	0.00082118	2.0721	0.60932	11.193	High_LDL	high_ldl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
19	11200236	11240274	19:11200236-11240274_LDLR	19:11200236-11240274	LDLR	14551	0.0020617	51	14	8	6.65E-06	1.856	0.40536	20.292	High_LDL	high_ldl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
18	58038746	58039478	18:58038746-58039478_MC4R	18:58038746-58039478	MC4R	36168	0.00077417	9	9	5	0.048205	0.064715	0.032757	1.9756	Obesity	bmi_ln	40	All	covart2d_with_pre	pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	14418	6.94E-05	2	1	1	0.35422	0.49221	0.53128	0.92647	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	14418	0.00013872	1	1	0	0.99159	-0.0039623	0.37577	-0.010545	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	14418	0.00097101	14	9	5	0.82821	-0.030834	0.14209	-0.21701	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	14418	0.0016646	23	11	6	0.082732	-0.18847	0.10862	-1.7352	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	14418	0.0014565	9	5	1	0.26192	0.13024	0.11608	1.1219	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	14418	0.00027743	4	1	0	0.91193	-0.029394	0.26577	-0.1106	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	14418	0.00013872	1	1	0	0.38772	-0.32449	0.37567	-0.86379	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	14418	0.0012484	2	2	0	0.70143	-0.048173	0.12565	-0.3834	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
8	19811679	19811733	8:19811679-19811733_LPL	8:19811679-19811733	LPL	7292	0.00054855	2	1	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	38595	0.00114	14	13	9	0.92622	0.028163	0.30755	0.0085757	MODY	t2d	40	All		all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	38595	0.0016582	23	21	10	0.54715	0.15116	0.25331	0.36244	MODY	t2d	40	All		all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	38595	0.0015028	9	9	2	0.58502	-0.14484	0.26785	0.29818	MODY	t2d	40	All		all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	38595	0.00028501	4	4	1	0.020792	1.4747	0.74458	5.3441	MODY	t2d	40	All		all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	38595	0.0020469	2	2	0	0.50806	-0.15038	0.22879	0.43806	MODY	t2d	40	All		all_vus
1	156105812	156106776	1:156105812-156106776_LMNA	1:156105812-156106776	LMNA	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	pathogenic
3	12421431	12475610	3:12421431-12475610_PPARG	3:12421431-12475610	PPARG	14118	0.00028333	6	4	4	0.026486	0.5961	0.26861	2.2192	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	pathogenic
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	18415	5.43E-05	1	1	1	0.024508	-0.38017	0.16902	-2.2493	Neonatal_Diabetes	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	18415	5.43E-05	1	1	1	0.16768	-0.23327	0.16907	-1.3797	Neonatal_Diabetes	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	control_only	covart2d_with_pre	all_vus
